,image_id,label,source,0,fold_0,fold_1,fold_2,fold_3,fold_4,fold_5,fold_6
6241,2116979707.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,train,test
6371,2142120980.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,train,test,train,train,train
6380,2143925311.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,test,train
6394,2146353282.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,test,train
6411,2149970580.jpg,0,2020,Cassava Bacterial Blight (CBB),train,test,train,train,train,train,train
6415,2150625929.jpg,0,2020,Cassava Bacterial Blight (CBB),test,train,train,train,train,train,train
6420,2151417299.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,train,test
6433,2154562670.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,train,test
6434,2154636640.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,test,train,train
6459,2157322964.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,test,train,train,train,train
6491,2164217173.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,test,train,train,train,train
6508,2167218965.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,train,test
6514,2168664351.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,test,train
6518,2169173551.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,test,train,train
6527,2170826967.jpg,0,2020,Cassava Bacterial Blight (CBB),test,train,train,train,train,train,train
6539,2173516398.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,test,train,train
6543,2174393587.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,test,train,train
6569,2177675284.jpg,0,2020,Cassava Bacterial Blight (CBB),train,test,train,train,train,train,train
6589,2181262010.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,train,test
6605,2183340836.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,test,train,train
6690,2198388199.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,train,test
6726,2203204324.jpg,0,2020,Cassava Bacterial Blight (CBB),train,test,train,train,train,train,train
6730,2203981379.jpg,0,2020,Cassava Bacterial Blight (CBB),test,train,train,train,train,train,train
6747,2207027505.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,test,train,train,train,train
6766,2209572670.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,test,train,train,train,train
6834,2221240763.jpg,0,2020,Cassava Bacterial Blight (CBB),test,train,train,train,train,train,train
6872,2228874754.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,test,train,train
6893,2233347534.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,test,train,train,train,train
6905,2235761050.jpg,0,2020,Cassava Bacterial Blight (CBB),train,test,train,train,train,train,train
6913,223668500.jpg,0,2020,Cassava Bacterial Blight (CBB),test,train,train,train,train,train,train
6955,2243019094.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,train,test
6958,224347038.jpg,0,2020,Cassava Bacterial Blight (CBB),test,train,train,train,train,train,train
6978,2246807690.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,train,test,train,train,train
7014,2253776549.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,test,train,train
7021,2255664961.jpg,0,2020,Cassava Bacterial Blight (CBB),train,test,train,train,train,train,train
7022,2255774334.jpg,0,2020,Cassava Bacterial Blight (CBB),train,test,train,train,train,train,train
7038,2258402011.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,test,train,train,train,train
7063,2261678500.jpg,0,2020,Cassava Bacterial Blight (CBB),train,test,train,train,train,train,train
7073,2263743432.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,train,test,train,train,train
7075,2264163141.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,test,train,train
7079,2265156316.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,test,train,train,train,train
7098,2267434559.jpg,0,2020,Cassava Bacterial Blight (CBB),test,train,train,train,train,train,train
7119,2270851426.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,test,train,train,train,train
7138,2273730548.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,train,test,train,train,train
7144,2274473837.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,test,train,train,train,train
7155,2276860012.jpg,0,2020,Cassava Bacterial Blight (CBB),test,train,train,train,train,train,train
7237,2292154193.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,train,test,train,train,train
7272,2298308938.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,test,train,train
7319,2307687082.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,test,train
7323,2308841380.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,train,test,train,train,train
7343,2313023027.jpg,0,2020,Cassava Bacterial Blight (CBB),test,train,train,train,train,train,train
7355,2315485719.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,test,train,train,train,train
7369,2318255553.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,test,train
7372,2318645335.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,test,train,train
7389,2321358067.jpg,0,2020,Cassava Bacterial Blight (CBB),train,test,train,train,train,train,train
7427,2325593378.jpg,0,2020,Cassava Bacterial Blight (CBB),test,train,train,train,train,train,train
7441,2326914865.jpg,0,2020,Cassava Bacterial Blight (CBB),test,train,train,train,train,train,train
7469,2330534234.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,test,train
7511,2338923245.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,test,train
7516,2339434665.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,test,train,train,train,train
7528,2342455447.jpg,0,2020,Cassava Bacterial Blight (CBB),train,test,train,train,train,train,train
7541,2343776715.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,train,test,train,train,train
7546,2344567219.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,train,test,train,train,train
7566,2347718160.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,train,test,train,train,train
7589,2350570132.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,train,test
7606,2353083243.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,train,test
7609,2353511211.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,test,train,train,train,train
7612,2354424014.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,train,test,train,train,train
7615,235479847.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,test,train,train
7627,2356938780.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,test,train
7664,2363265177.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,test,train,train,train,train
7673,2365326310.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,test,train,train
7690,2368198157.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,test,train
7715,2372527098.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,test,train,train
7720,2373132884.jpg,0,2020,Cassava Bacterial Blight (CBB),train,test,train,train,train,train,train
7736,2376221892.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,test,train
7778,2383823888.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,test,train
7784,2384802478.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,train,test,train,train,train
7785,2384852516.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,test,train
7830,2393701311.jpg,0,2020,Cassava Bacterial Blight (CBB),test,train,train,train,train,train,train
7833,2394377949.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,train,test
7863,2399673034.jpg,0,2020,Cassava Bacterial Blight (CBB),train,test,train,train,train,train,train
7911,2406261775.jpg,0,2020,Cassava Bacterial Blight (CBB),test,train,train,train,train,train,train
8012,2423344068.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,train,test
8038,2428617984.jpg,0,2020,Cassava Bacterial Blight (CBB),test,train,train,train,train,train,train
8049,2429816530.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,train,test
8061,2431396348.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,test,train,train,train,train
8094,2435784137.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,train,test,train,train,train
8098,2436214521.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,test,train
8123,2440838390.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,train,test
8138,244407780.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,test,train,train,train,train
8165,2448969787.jpg,0,2020,Cassava Bacterial Blight (CBB),test,train,train,train,train,train,train
8179,2452042158.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,train,test
8190,2454473241.jpg,0,2020,Cassava Bacterial Blight (CBB),test,train,train,train,train,train,train
8195,2455854003.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,test,train
8203,2457479781.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,test,train,train,train,train
8229,2461718953.jpg,0,2020,Cassava Bacterial Blight (CBB),test,train,train,train,train,train,train
8234,2462319978.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,train,test
8249,2464983758.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,test,train
8253,2465664646.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,train,test
8267,2467650038.jpg,0,2020,Cassava Bacterial Blight (CBB),train,test,train,train,train,train,train
8271,2467892554.jpg,0,2020,Cassava Bacterial Blight (CBB),test,train,train,train,train,train,train
8276,2468469374.jpg,0,2020,Cassava Bacterial Blight (CBB),train,test,train,train,train,train,train
8299,2473268326.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,test,train,train,train,train
8303,2474050099.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,train,test,train,train,train
8321,2478144118.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,train,test,train,train,train
8338,2480715944.jpg,0,2020,Cassava Bacterial Blight (CBB),train,test,train,train,train,train,train
8351,2483045169.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,train,test,train,train,train
8395,2490112634.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,test,train,train,train,train
8427,249609077.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,test,train
8438,2497160011.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,train,test,train,train,train
8457,2499859350.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,test,train,train,train,train
8460,2500976609.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,train,test,train,train,train
8471,2503003890.jpg,0,2020,Cassava Bacterial Blight (CBB),test,train,train,train,train,train,train
8477,2504222536.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,train,test,train,train,train
8487,2505046113.jpg,0,2020,Cassava Bacterial Blight (CBB),train,test,train,train,train,train,train
8538,2514999111.jpg,0,2020,Cassava Bacterial Blight (CBB),test,train,train,train,train,train,train
8553,251711364.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,test,train
8554,2517495253.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,train,test,train,train,train
8562,2519456872.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,test,train,train
8563,2519536403.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,train,test,train,train,train
8581,2522350885.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,test,train,train
8582,2522608813.jpg,0,2020,Cassava Bacterial Blight (CBB),train,test,train,train,train,train,train
8587,2523524026.jpg,0,2020,Cassava Bacterial Blight (CBB),test,train,train,train,train,train,train
8589,2523850258.jpg,0,2020,Cassava Bacterial Blight (CBB),train,test,train,train,train,train,train
8592,2524433786.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,test,train
8617,2529150821.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,test,train,train,train,train
8622,2530320825.jpg,0,2020,Cassava Bacterial Blight (CBB),test,train,train,train,train,train,train
8636,253146039.jpg,0,2020,Cassava Bacterial Blight (CBB),train,test,train,train,train,train,train
8652,253418223.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,train,test
8664,2536030910.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,train,test,train,train,train
8676,2538012199.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,test,train
8755,255110661.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,test,train,train,train,train
8762,25519336.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,train,test
8765,2552592093.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,test,train,train,train,train
8769,2553757426.jpg,0,2020,Cassava Bacterial Blight (CBB),test,train,train,train,train,train,train
8776,2555433348.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,train,test,train,train,train
8789,255719939.jpg,0,2020,Cassava Bacterial Blight (CBB),test,train,train,train,train,train,train
8812,2559666155.jpg,0,2020,Cassava Bacterial Blight (CBB),test,train,train,train,train,train,train
8813,2559696276.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,test,train,train
8829,2562484924.jpg,0,2020,Cassava Bacterial Blight (CBB),train,test,train,train,train,train,train
8840,256556025.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,test,train
8842,25658571.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,test,train,train
8883,2571585254.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,test,train,train
8885,257165521.jpg,0,2020,Cassava Bacterial Blight (CBB),test,train,train,train,train,train,train
8946,2582422304.jpg,0,2020,Cassava Bacterial Blight (CBB),train,test,train,train,train,train,train
8955,2583894106.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,test,train,train,train,train
8989,2591028452.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,test,train,train,train,train
8990,2591061061.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,train,test,train,train,train
8995,2591969481.jpg,0,2020,Cassava Bacterial Blight (CBB),train,test,train,train,train,train,train
8996,259197447.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,train,test
9007,2593776626.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,test,train,train,train,train
9025,2596858727.jpg,0,2020,Cassava Bacterial Blight (CBB),train,test,train,train,train,train,train
9041,2599515864.jpg,0,2020,Cassava Bacterial Blight (CBB),test,train,train,train,train,train,train
9042,2599658053.jpg,0,2020,Cassava Bacterial Blight (CBB),train,test,train,train,train,train,train
9093,2606913774.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,train,test
9122,2612857188.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,test,train
9148,261768285.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,train,test
9149,2617765379.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,train,train,train,train,test
9197,2626785894.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,train,test,train,train,train
9219,2631607520.jpg,0,2020,Cassava Bacterial Blight (CBB),train,test,train,train,train,train,train
9264,2641912037.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,test,train,train,train,train
9268,2642218624.jpg,0,2020,Cassava Bacterial Blight (CBB),test,train,train,train,train,train,train
9273,2642869227.jpg,0,2020,Cassava Bacterial Blight (CBB),train,train,train,test,train,train,train
